0.044698,0.083209,0.97563,38.311
0.25465,0.31032,0.72308,5594.6
0.041195,0.080232,0.97906,38.805
0.044508,0.083016,0.97826,38.1
0.24824,0.31114,0.71095,5896.3
0.042319,0.080464,0.98024,38.406
0.04478,0.083334,0.97566,45.795
0.25283,0.31613,0.70929,8092.1
0.042157,0.080045,0.97908,41.624
0.044816,0.08526,0.97671,47.327
0.24991,0.29994,0.72707,4482.7
0.043151,0.083185,0.97827,47.518
0.046484,0.087211,0.97555,73.926
0.24884,0.2958,0.73266,6301.4
0.043308,0.084348,0.97854,74.719
0.045579,0.082506,0.97388,51.407
0.25437,0.30581,0.72862,6862.9
0.042946,0.080567,0.97602,51.79
0.050686,0.096275,0.96746,46.588
0.24982,0.29393,0.72152,11158
0.048067,0.093896,0.96954,46.779
0.048784,0.093792,0.97093,49.168
0.24985,0.29287,0.68987,6904.2
0.046625,0.090666,0.97347,49.489
0.049323,0.091549,0.96894,49.715
0.24575,0.29296,0.72708,7063.8
0.046834,0.089628,0.97054,49.871
0.052534,0.098101,0.95529,58.392
0.24568,0.28366,0.7319,6572.8
0.050403,0.095081,0.95792,58.77
0.052902,0.09821,0.95658,65.976
0.24248,0.2866,0.71763,4854.9
0.050133,0.095659,0.9596,66.33
0.055615,0.10127,0.95278,61.684
0.2487,0.28574,0.74541,6282.8
0.052286,0.099902,0.95395,61.788
0.0547,0.10068,0.95411,50.025
0.23657,0.26989,0.74605,9214.9
0.051916,0.098582,0.95636,50.192
0.052939,0.097267,0.94819,80.782
0.24547,0.2715,0.74718,7795
0.05124,0.095399,0.95137,81.41
0.054343,0.099754,0.94089,40.473
0.24694,0.27533,0.73766,5352.3
0.05133,0.098434,0.94265,40.546
0.056949,0.10605,0.93782,45.165
0.24573,0.28373,0.74544,6967.1
0.055017,0.10311,0.9416,45.463
0.056619,0.10423,0.93259,56.834
0.24541,0.27175,0.76748,6022.9
0.054064,0.10241,0.93553,42.158
0.059591,0.10927,0.92246,52.329
0.24313,0.26044,0.75885,5990.4
0.056635,0.10634,0.92772,52.729
0.059694,0.11151,0.89419,59.617
0.24627,0.26215,0.76235,7954
0.057967,0.1094,0.89875,59.957
0.060971,0.11298,0.90174,47.351
0.24378,0.26102,0.76102,10076
0.059679,0.11108,0.90508,47.502
0.061723,0.11419,0.87815,34.003
0.24446,0.26626,0.76726,9266
0.059387,0.11266,0.88048,34.109
0.064032,0.12023,0.89071,47.261
0.24175,0.2455,0.77756,5893.6
0.061351,0.11765,0.89295,47.26
0.06468,0.12193,0.87855,36.224
0.25204,0.24349,0.77243,8774.9
0.063403,0.11987,0.88339,36.364
0.063511,0.12143,0.85178,34.943
0.24728,0.24078,0.76588,6318.9
0.062675,0.11848,0.85983,35.244
0.06433,0.13063,0.82349,35.086
0.24239,0.23251,0.78999,7139.1
0.062842,0.13209,0.82271,34.932
0.064624,0.14915,0.7904,35.384
0.24302,0.23999,0.78751,7081.7
0.063266,0.14269,0.80779,36.109
0.064312,0.12189,0.84465,32.429
0.24711,0.23822,0.77937,7085.8
0.061626,0.11831,0.85286,32.619
0.061493,0.11473,0.89574,42.671
0.24027,0.23729,0.77404,6595
0.060435,0.11343,0.89936,42.908
0.062068,0.11899,0.90143,43.075
0.24241,0.22214,0.77831,7008.5
0.060395,0.11735,0.90378,43.091
0.063643,0.12123,0.87381,41.961
0.24079,0.22921,0.77122,6541.2
0.061565,0.11785,0.88552,42.63
0.063078,0.11996,0.87318,36.685
0.2523,0.22983,0.67403,9334.2
0.061103,0.11722,0.88084,37.053
0.061799,0.11563,0.88173,34.9
0.24612,0.23949,0.77911,6987.1
0.058716,0.11299,0.88923,35.256
0.062711,0.11782,0.89855,40.58
0.24976,0.22811,0.74116,8948.5
0.061401,0.11607,0.90109,40.639
0.065368,0.12654,0.87928,41.246
0.23674,0.22855,0.80962,8608.5
0.06323,0.12567,0.87953,41.192
0.069786,0.13206,0.84601,46.225
0.24601,0.22539,0.78741,8281.3
0.067783,0.13032,0.84985,46.349
0.044317,0.082883,0.977,88.927
0.27528,0.32776,0.71465,6473.3
0.041333,0.080427,0.97986,90.045
0.31727,0.47803,-0.97196,59.051
0.31523,0.47637,-0.91592,58.132
0.31711,0.47736,-0.96182,62.069
0.31653,0.4775,-0.95296,69.516
0.31828,0.47816,-0.98745,65.59
0.31892,0.48014,-1.0133,78.067
0.32186,0.48605,-1.0758,73.078
0.31862,0.47983,-1,64.112
0.32061,0.48388,-1.0506,54.734
0.32418,0.49047,-1.1663,66.815
0.32339,0.4883,-1.1524,62.382
0.32569,0.49024,-1.1914,79.327
0.32387,0.48696,-1.1193,81.257
0.32352,0.48875,-1.1538,77.88
0.32592,0.49205,-1.2312,67.139
0.32762,0.4916,-1.2256,75.906
0.32766,0.49382,-1.251,70.863
0.3282,0.49391,-1.2572,58.816
0.33254,0.50096,-1.4029,66.503
0.33228,0.50052,-1.4126,82.778
0.33312,0.50146,-1.4551,61.665
0.33307,0.50107,-1.4039,63.871
0.33593,0.50555,-1.4979,64.135
0.33499,0.50494,-1.4776,61.645
0.33703,0.50862,-1.5752,66.671
0.33706,0.50633,-1.5865,69.996
0.33423,0.50401,-1.5051,59.627
0.33096,0.49791,-1.3881,61.79
0.33067,0.49704,-1.3539,71.357
0.332,0.49783,-1.4205,59.692
0.33027,0.49858,-1.3973,65.663
0.33105,0.49853,-1.4367,61.486
0.33087,0.49745,-1.3881,68.717
0.33413,0.5005,-1.4435,70.48
0.33808,0.50839,-1.58,64.269
0.31971,0.48143,-1.0174,59.27
