0.043641,0.025184,0.99911,0.091579,0.90842,418.88,39.675
0.24796,0.29454,0.93317,0.13545,0.86455,127.41,8412.8
0.039134,0.024528,0.99912,0.90956,0.090443,39.762,418.48
0.17184,0.12148,0.99116,0.57364,0.42636,8123.2,43.956
0.042735,0.025748,0.99921,0.10231,0.89769,377.46,38.519
0.24103,0.29818,0.93053,0.13578,0.86422,126.9,8720.4
0.039735,0.025478,0.99923,0.89948,0.10052,38.651,374.46
0.17098,0.11852,0.99065,0.57454,0.42546,7576.5,42.613
0.043686,0.025595,0.99913,0.093162,0.90684,487.14,47.325
0.24615,0.30206,0.92839,0.86465,0.13535,12181,174.21
0.040213,0.024822,0.99915,0.90821,0.091785,42.584,436.87
0.17212,0.11979,0.9909,0.42606,0.57394,46.001,8437.5
0.042735,0.025887,0.99912,0.10275,0.89725,493.97,47.999
0.2417,0.28709,0.93708,0.86315,0.13685,6546.9,96.586
0.040404,0.025551,0.99913,0.89917,0.10083,48.06,490.45
0.17249,0.11786,0.99056,0.42562,0.57438,51.292,9208.5
0.044136,0.025765,0.99907,0.10858,0.89142,739.82,74.582
0.24066,0.28296,0.93954,0.86265,0.13735,9215.7,137.11
0.040056,0.02604,0.99908,0.10717,0.89283,739.56,74.718
0.17558,0.12048,0.99032,0.57509,0.42491,8987.6,48.563
0.044642,0.024464,0.99907,0.086508,0.91349,608.44,53.852
0.24643,0.29233,0.93384,0.8649,0.1351,10101,151.22
0.041161,0.023528,0.99909,0.085384,0.91462,608.84,53.963
0.17348,0.12245,0.99137,0.57131,0.42869,11373,58.839
0.047362,0.027812,0.99876,0.10998,0.89002,565.82,47.782
0.23998,0.28039,0.94098,0.13988,0.86012,243.51,16345
0.044184,0.026699,0.99877,0.89248,0.10752,47.879,563.67
0.17767,0.12376,0.9898,0.42026,0.57974,53.276,9830.9
0.046069,0.027282,0.99884,0.89199,0.10801,50.173,563.57
0.23747,0.28061,0.94238,0.15109,0.84891,164.92,10166
0.043262,0.027385,0.99886,0.89514,0.10486,50.348,561.97
0.17551,0.12139,0.98995,0.57652,0.42348,8534.3,46.823
0.047344,0.027163,0.99879,0.90357,0.096426,51.904,628.18
0.23558,0.28194,0.93981,0.86017,0.13983,10133,155.81
0.04442,0.027075,0.99882,0.90555,0.094447,51.991,626.11
0.17716,0.1217,0.99032,0.57525,0.42475,7589.2,40.563
0.051412,0.027398,0.99814,0.91198,0.088015,63.615,936.42
0.23477,0.27361,0.94566,0.14212,0.85788,143.95,9349.7
0.048779,0.027902,0.99815,0.91586,0.084144,64.014,940.28
0.18056,0.12423,0.9901,0.4248,0.5752,50.111,9757.4
0.050913,0.027184,0.9983,0.09935,0.90065,903.22,70.567
0.23153,0.27517,0.94553,0.14959,0.85041,113.97,7121.9
0.04751,0.027009,0.99833,0.90321,0.096794,70.715,893.63
0.17922,0.12377,0.98996,0.57687,0.42313,9073.6,46.208
0.053874,0.02875,0.99809,0.09571,0.90429,921.61,66.831
0.23936,0.27294,0.94683,0.14388,0.85612,148.79,9228.3
0.049997,0.028406,0.99814,0.094166,0.90583,923.14,66.943
0.18235,0.12436,0.9896,0.57673,0.42327,11766,59.085
0.052422,0.026862,0.99823,0.098984,0.90102,714.97,53.798
0.22442,0.26122,0.95088,0.14349,0.85651,212.16,12825
0.049187,0.027353,0.99824,0.096592,0.90341,706.35,53.904
0.18154,0.12598,0.98962,0.57634,0.42366,11550,59.736
0.052618,0.025425,0.99801,0.92048,0.079517,90.491,1349.9
0.23312,0.26294,0.949,0.14211,0.85789,167.25,10815
0.050209,0.024735,0.99804,0.92166,0.078337,90.726,1352
0.1803,0.12271,0.99022,0.57171,0.42829,11795,58.719
0.054303,0.025258,0.99784,0.07787,0.92213,694.08,46.103
0.23429,0.26658,0.94773,0.14092,0.85908,115.41,7409.2
0.050864,0.02443,0.99784,0.076254,0.92375,695.87,46.146
0.18368,0.12547,0.98997,0.57442,0.42558,10288,50.755
0.056229,0.028835,0.99759,0.91069,0.089307,50.831,756.06
0.23566,0.27472,0.94502,0.14088,0.85912,150.84,9824.9
0.053659,0.028481,0.99768,0.086367,0.91363,755.76,51.023
0.18344,0.12797,0.9891,0.42314,0.57686,56.336,11293
0.056589,0.02612,0.99766,0.078983,0.92102,1059.8,65.525
0.23416,0.26295,0.95035,0.13765,0.86235,133.32,8387.5
0.053665,0.026087,0.99772,0.92293,0.077068,48.516,785.03
0.18607,0.12819,0.9894,0.42508,0.57492,53.367,10779
0.059547,0.028592,0.99719,0.084701,0.9153,978.74,60.855
0.2297,0.25274,0.95447,0.85711,0.14289,8227,134.77
0.056104,0.028514,0.99725,0.081467,0.91853,982.95,61.089
0.18788,0.13023,0.98878,0.42537,0.57463,44.209,8912.1
0.061444,0.026082,0.99689,0.070309,0.92969,1372.1,73.876
0.23295,0.25467,0.95296,0.85923,0.14077,10835,175.83
0.059089,0.025951,0.99689,0.93133,0.068669,73.969,1381.6
0.19175,0.13163,0.98882,0.42564,0.57436,51.094,10698
0.061511,0.026836,0.99677,0.92156,0.078435,57.253,1045.1
0.23067,0.25262,0.95353,0.85689,0.14311,13914,227.59
0.059944,0.027174,0.99681,0.076231,0.92377,1041.2,57.36
0.19025,0.13223,0.98862,0.57598,0.42402,13181,63.14
0.063422,0.025168,0.99644,0.93126,0.06874,43.061,848.82
0.23246,0.25828,0.95209,0.8593,0.1407,12873,200.67
0.060937,0.024992,0.9965,0.066493,0.93351,852.9,43.215
0.19122,0.13225,0.98854,0.42578,0.57422,47.507,10156
0.06395,0.030042,0.99648,0.088197,0.9118,1017.9,57.198
0.2283,0.23851,0.95873,0.85898,0.14102,7947,127.48
0.061056,0.029847,0.99656,0.91549,0.084509,57.361,1016.6
0.19714,0.14012,0.98745,0.42202,0.57798,48.066,9601.3
0.064945,0.02873,0.99625,0.086078,0.91392,819.16,44.696
0.23784,0.23715,0.95602,0.14148,0.85852,180.26,11653
0.06321,0.028658,0.99632,0.91629,0.083706,44.755,819.59
0.19698,0.13655,0.98776,0.57666,0.42334,10295,49.222
0.065887,0.026311,0.99618,0.92891,0.07109,45.606,929.36
0.23269,0.23503,0.95803,0.14191,0.85809,123.7,8309.1
0.064547,0.026442,0.99622,0.068694,0.93131,931.49,45.712
0.19582,0.13576,0.98813,0.42637,0.57363,47.747,10074
0.067708,0.028753,0.99557,0.062963,0.93704,1107.3,47.724
0.2282,0.22719,0.96072,0.13682,0.86318,143,9324.5
0.066218,0.028745,0.99564,0.93874,0.061262,47.741,1110.8
0.20026,0.13885,0.98778,0.57321,0.42679,11122,52.338
0.069568,0.030266,0.99496,0.054439,0.94556,1248.7,50.481
0.22952,0.23339,0.96015,0.86092,0.13908,9479.7,148.03
0.067732,0.029791,0.99505,0.94673,0.053274,50.686,1265.1
0.19549,0.13354,0.98782,0.57048,0.42952,12231,55.549
0.066967,0.028059,0.9956,0.068091,0.93191,907.37,42.799
0.23323,0.23306,0.9582,0.14166,0.85834,141.91,9362.7
0.064191,0.02797,0.99563,0.063872,0.93613,908.81,42.901
0.19772,0.13383,0.9879,0.43017,0.56983,47.075,10181
0.062585,0.0281,0.99652,0.92419,0.075813,52.227,962.86
0.22695,0.23153,0.95909,0.14447,0.85553,131.97,8760.8
0.061105,0.028183,0.99655,0.92498,0.07502,52.324,969.44
0.19223,0.12822,0.98869,0.56997,0.43003,10403,48.066
0.061493,0.027877,0.99643,0.91084,0.089157,51.275,863.53
0.22765,0.2175,0.96179,0.85796,0.14204,9024.8,133.79
0.059377,0.02729,0.99646,0.086678,0.91332,863.63,51.317
0.19619,0.13673,0.98789,0.574,0.426,10960,54.136
0.064709,0.02588,0.99631,0.079481,0.92052,951.99,52.63
0.2268,0.22344,0.96219,0.14619,0.85381,128.53,8676.6
0.061718,0.02562,0.99635,0.078345,0.92165,956.1,52.731
0.19406,0.13285,0.98843,0.42759,0.57241,45.937,9786.8
0.06468,0.026524,0.99613,0.92481,0.075186,46.318,885.01
